table,measure,event_date_definition,geography,population_universe,unit,denominator,suppression_semantics,reporting_regime,known_exclusions,source_locator,reference_period,source_id
covid_serosurvey_2020,response_rate_households_percent,fieldwork 2020-04-29/2020-05-05 (registry reference_period of sars_cov2_serosurvey_2020_pdf),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")",adults 16+ in private households; care homes excluded (PDF pages 1 and 2),percent,eligible sampled households / individuals after removing ineligible addresses (PDF page 2),blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,care homes excluded,sars_cov2_serosurvey_2020_pdf:PDF page 2; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_serosurvey_2020,response_rate_individuals_percent,fieldwork 2020-04-29/2020-05-05 (registry reference_period of sars_cov2_serosurvey_2020_pdf),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")",adults 16+ in private households; care homes excluded (PDF pages 1 and 2),percent,eligible sampled households / individuals after removing ineligible addresses (PDF page 2),blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,care homes excluded,sars_cov2_serosurvey_2020_pdf:PDF page 2; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_serosurvey_2020,assumed_test_sensitivity_percent,not applicable: assay characteristic taken from the cited evaluation (PDF page 7),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","assay validation samples reported by the WHO-cited evaluation of the test kits, not the Jersey survey population (PDF page 7)",percent,unknown,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,sars_cov2_serosurvey_2020_pdf:PDF page 7; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_serosurvey_2020,assumed_test_sensitivity_ci95_low_percent,not applicable: assay characteristic taken from the cited evaluation (PDF page 7),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","assay validation samples reported by the WHO-cited evaluation of the test kits, not the Jersey survey population (PDF page 7)",percent,unknown,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,sars_cov2_serosurvey_2020_pdf:PDF page 7; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_serosurvey_2020,assumed_test_sensitivity_ci95_high_percent,not applicable: assay characteristic taken from the cited evaluation (PDF page 7),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","assay validation samples reported by the WHO-cited evaluation of the test kits, not the Jersey survey population (PDF page 7)",percent,unknown,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,sars_cov2_serosurvey_2020_pdf:PDF page 7; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_serosurvey_2020,assumed_test_specificity_percent,not applicable: assay characteristic taken from the cited evaluation (PDF page 7),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","assay validation samples reported by the WHO-cited evaluation of the test kits, not the Jersey survey population (PDF page 7)",percent,unknown,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,sars_cov2_serosurvey_2020_pdf:PDF page 7; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_serosurvey_2020,minimum_age_years,fieldwork 2020-04-29/2020-05-05 (registry reference_period of sars_cov2_serosurvey_2020_pdf),"Jersey (registry title: ""SARS-CoV-2: Prevalence of antibodies in Jersey (community serosurvey)"")","adults 16+ in private households, care homes excluded",years,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,care homes excluded,sars_cov2_serosurvey_2020_pdf:PDF page 1; data/sources.yaml:sars_cov2_serosurvey_2020_pdf.title,2020-04-29/2020-05-05,sars_cov2_serosurvey_2020_pdf
covid_weekly_vaccination,dose_1:cumulative_doses,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesFirstDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_1:percent_population,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedFirstDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_2:cumulative_doses,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesSecondDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_2:percent_population,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedSecondDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_3:cumulative_doses,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesThirdDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_3:percent_population,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedThirdDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_4:cumulative_doses,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesFourthDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,dose_4:percent_population,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedFourthDose[age bands];frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,autumn_2022_booster:cumulative_doses,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,doses,not applicable,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsTotalVaccinationDosesAutumnBooster2022[age bands];VaccinationsTotalNumberAutumnBooster2022;frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
covid_weekly_vaccination,autumn_2022_booster:percent_population,"unknown (weekly cadence per registry title ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)""; whether Date is week-ending or week-starting is not stated in the frozen file)","Jersey (registry title: ""COVID-19 weekly vaccination statistics (ListOpenData COVID19Weekly)"")",unknown,percent,publisher-computed against an unstated per-band population,blank or -1 -> not_reported; '<N' -> positive_less_than with upper_bound N; no suppression observed in this source (positive_less_than rows in built table: 0),unknown,unknown,covid19_weekly_vaccination_csv:Date;VaccinationsPercentagePopulationVaccinatedAutumnBooster2022[age bands];VaccinationsTotalNumberAutumnBooster2022Percentage50plus;frozen start-date observations 2021-09-26 2022-03-20 2022-08-21; data/sources.yaml:covid19_weekly_vaccination_csv.title,2021-03-14/2023-01-29,covid19_weekly_vaccination_csv
