lane,lane_rank,id,title,category,code_path,current_behavior,change,expected_gain,risk_scientific,risk_reproducibility,effort,confidence,confirm_or_kill,gates,novelty
DISEASE,11,DISEASE-11,"The ~200 MB per 30 days is most likely the bounded snapshot cache reaching its ceiling, not horizon-proportional growth - the event-derived structures account for only about 30 MB",memory,"src/jersey_outbreak/respiratory.py:156-157 (_events_by_ti and _all_events hold the same dicts), :168 and :617-640 (_natural_history_by_episode, never pruned), outbreak_runner.py:339-350 (second full event copy), observation_scheduler.py:151 (_scheduled_keys), :277-300 (_observation_events), :310-327 (per-detection provenance); network_generator route snapshot LRU (R6, 3 entries/route)","The lane brief asks which structure retains the residual ~200 MB per 30 days now that the snapshot cache is bounded. I measured the candidates rather than assuming. Retained per infection event, marginal deep size with shared-object accounting, on this audit host: 1,129 B for the event dict in _all_events (also referenced by _events_by_ti, so not doubled), 1,245 B for run_outbreak's separate copy, 1,033 B for the observation row, 272 B for the _natural_history_by_episode entry whose content has already been copied into the event - 3,679 B per event across the four. docs/runs/2026-09-02-r6-attr-sizes.json puts transmission_events at 8.5 MB and observation_events at 8.1 MB for a 30-day run, implying roughly 7,000-10,000 events, so the event-derived retention for 30 days is only ~26-37 MB - well short of 200 MB. Meanwhile the R7 consult records the R6 fix as taking cache retention from '257 entries/1.77 GB growth' to '33 entries/216 MB growth', and 33 entries is exactly the bound (3 per route x 11 routes). The most likely reading is that the ~200 MB is the bounded LRU filling to its ceiling within the first days and then staying flat - in which case it is a fixed level, not growth, and a 180-day run will NOT reach ~1.2 GB by this route. That same attr-sizes file also reports detection_events and observation_schedule as '-0.0 MB', which is a measurement artefact - a diff-based sizer cannot see structures reachable through shared references - so the record currently under-reports exactly the structures that do grow.","First, settle the attribution: emit RSS and per-structure sizes at days 1, 7, 14, 30, 60, 120 and 180 of a single replicate, sizing _all_events, _natural_history_by_episode, _observation_events, _detection_events, _scheduled_keys and the snapshot cache with a shared-object deep sizer rather than a diff. If the cache confirms as a flat ceiling, correct the brief's 'growth per 30 days' framing, which is currently driving a pessimistic 180-day memory projection and hence the worker bound. Then take the two free wins that are exact: drop _natural_history_by_episode entries once the episode's event has been recorded and no arrival-state mutation can still touch them (keeping the travel path at respiratory.py:711-731 in mind), and stop making run_outbreak's second full event copy by mutating agent-id fields into the existing dicts, since disease._all_events is not read again after :350.","Measured components, per 104,540-event 180-day replicate: dropping the pruned natural-history map saves ~28 MB; eliminating the second event copy saves ~130 MB of retained dicts and removes a peak in which both copies are live; sharing one provenance mapping saves ~11 MB at ~31k detections. Total ~170 MB of the ~385 MB of event-derived retention I measure at full attack rate. All of these are projections from measured per-event byte costs multiplied by an event count that is itself unmeasured for a 180-day run - the pilot's 294,565 episodes came from a waning-enabled configuration, whereas the current default disables waning and so caps episodes near the 104,540 population. I am explicitly NOT claiming the ~200 MB residual is explained; I am claiming it is not the events, and naming the measurement that settles it.",low,low,medium,medium,"The per-day RSS and per-structure sizing run above is the confirm-or-kill; it costs one replicate. Kill the natural-history pruning if any travel or arrival-state path reads a pruned episode (respiratory.py:711-731 and the travel layer must be checked, not assumed). Kill the in-place event mutation if anything reads disease._all_events after outbreak_runner.py:350.","memory: RSS and per-structure sizes recorded at 1/7/14/30/60/120/180 days with a shared-object sizer; disease+attribution: identical transmission_events content and ordering after in-place mutation; scientific hashes: latent outcome, M5 logical, bundle and observation hashes unchanged; intervention+lifecycle and travel: arrival-state initialisation still finds every episode it mutates","Extends and partly contradicts the R6 record. R6's fix was correct and the hashes-identical evidence is strong, but the '~200 MB growth per 30 days' framing carried into the brief conflates a bounded ceiling with ongoing growth, and the attr-sizes measurement method reports 0.0 MB for the structures most likely to grow."
DISEASE,12,DISEASE-12,Two per-event and per-day scalar hot spots in the disease step that a 7-day early-epidemic profile could not see: whole-population import ordering and repeated date re-derivation per prognosis,performance,"src/jersey_outbreak/respiratory.py:500-533 (_select_imports), :223-229 (_ordered_uids), :571-640 (set_prognoses), :185-189 (_date_for_ti), :231-233 (_current_date)","(a) _select_imports, on any day with a nonzero import count, calls _ordered_uids over the entire susceptible population - a Python sort of up to 104,540 entries whose key is a SHA-256 digest computed per agent - and then keeps only the first `count`, which is typically single digits. It also recomputes _current_date() inside the per-attempt acceptance comprehension. This is cold in every bundled configuration: import_rate_per_day is 0.0 in both respiratory_seirs_demo.yaml and the waning comparator, and count <= 0 short-circuits at :501-506. It becomes an O(population) per-day cost the moment a scenario enables imports, and the M8 travel layer also references import_rate_per_day. (b) set_prognoses loops per uid and calls _date_for_ti four to six times per event; each call re-runs _current_date(), which asks Starsim for sim.t.now('str'), slices and rewrites the string, and parses and re-formats a date - all of which are constant within the step. The same loop writes ti_exposed, ti_infected, ti_recovered and ti_susceptible as individual scalar assignments through the Starsim state wrappers rather than as batched array writes over the uids, and computes one SHA-256 symptomatic draw per event. None of this appeared in the R6 profile, which covered 7 early-epidemic days with 130 transmission calls.","(a) Hoist the run seed and the current date out of the comprehension, and replace the full sort with an exact partial selection - heapq.nsmallest(count, ...) on the same (digest, uid) key gives the identical prefix. The SHA-256 per candidate is unavoidable without changing the key, so the honest gain is the sort, not the hashing; if imports ever become hot, the next step is caching the per-(counter, date) digest array. (b) Compute the step's base date once per set_prognoses call and derive all per-event dates by day offset from it, and replace the four per-uid scalar timer writes with batched array assignments over the uids array (the uids within one call are distinct - local cases are unique per target and imports exclude local cases - so batched assignment is order-independent and identical).","(a) Unmeasured and currently unreachable in the shipped configurations; I am flagging it as a scalability trap with a named trigger, not claiming a gain. The arithmetic if triggered: ~104,540 SHA-256 draws plus a 104,540-element tuple sort per import-day. (b) Projection, not measurement: 5-7 _current_date() derivations per event at roughly 1-2 us each, plus four scalar Starsim state writes at a few us each, is order 10-25 us per event; at ~100,000 events for a 180-day replicate that is ~1-2.5 s of date churn and ~3-4 s of scalar writes, i.e. plausibly ~5 s per replicate or ~1% of a 7.5 min run. I did not measure it because it needs a live Starsim state array, which is not installed in this sandbox. Ranked last in my lane for exactly that reason.",low,low,low,medium,"Add a cumulative timer around set_prognoses and around _select_imports and report both for a 180-day replicate. Kill (b) if set_prognoses is under 2% of replicate wall time. For (a), first run one scenario with import_rate_per_day > 0 and see whether it registers at all.","disease+attribution: identical event dates, natural-history payloads, symptomatic flags and duration draws; randomness+identity: identical _stable_key inputs and identical selected import identities and order; scientific hashes: latent outcome, M5 logical and bundle hashes unchanged; state: identical ti_exposed/ti_infected/ti_recovered/ti_susceptible arrays after batched assignment",New. Neither path appears in the R6 profile or the R7 consult.
PROV,1,PROV-1,"Ensemble logical hash and artifact_id contain worker count and memory-heuristic parameters, so the planned 4->7 worker change silently breaks the ensemble identity gate",reproducibility,"src/jersey_outbreak/ensemble_schemas.py:28-33 (workers, estimated_worker_memory_bytes, memory_safety_fraction, allow_unsafe_workers on EnsembleConfig); src/jersey_outbreak/scientific_hashes.py:139-181 (m6_ensemble_logical_hash hashes config wholesale); src/jersey_outbreak/scientific_verification.py:419 (artifact_id must end with logical_hash[:12]); src/jersey_outbreak/job_finalizer.py binds request.workers into the verified EnsembleConfig","m6_ensemble_logical_hash serialises the entire EnsembleConfig into the identity payload. EnsembleConfig carries four pure execution-resource fields: workers (1-32), estimated_worker_memory_bytes (default 3_500_000_000), memory_safety_fraction (0.6) and allow_unsafe_workers. The resulting hash sets base_config_hash and the last 12 hex of artifact_id, and verify_m6_ensemble_artifact:419 asserts that binding. The same function deliberately strips per-replicate runtime_seconds from the replicate records, so the authors already accepted that execution telemetry must not enter the identity - workers was missed. Consequence: rerunning the identical 44-replicate ensemble (identical seeds, identical trajectories, identical summary) at 7 workers instead of 4 produces a different logical_content_hash, a different base_config_hash and a different artifact_id.","Split EnsembleConfig into a scientific identity part and an execution part. Minimally: exclude {workers, estimated_worker_memory_bytes, memory_safety_fraction, allow_unsafe_workers} from the payload in m6_ensemble_logical_hash (and from base_config_hash) by dumping config with exclude=..., bump M6_ENSEMBLE_ARTIFACT_SCHEMA_VERSION 1.4 -> 1.5, and branch the verifier on manifest_schema_version exactly as it already branches for legacy paths. No provenance is lost: the manifest and diagnostics already record requested/planned/actual workers separately. Also drop request.workers from the finalizer's reconstructed EnsembleConfig comparison.","Not a speed gain - it unblocks the largest planned speed gain in the whole project. The open R7 lead is raising safe_worker_bound from 4 to ~7 workers on the 44-replicate ensemble (10.6 h at 4 workers on old code; projected ~1-1.5 h on current code at 6-7 workers). As bundled, that change cannot be validated by the ensemble logical-hash gate, because the hash is guaranteed to differ for a reason that has nothing to do with science. The likely outcome is that the team either abandons the worker change or accepts a hash diff and thereby loses the gate that would have caught a real regression. Gain is therefore 'restores the equivalence gate for a ~7-10x ensemble speedup', not a measured factor. The cost is one schema bump; verification of frozen 1.4 evidence is unaffected because the verifier branches on version.",low,medium,medium,high,"Run the existing small-mode ensemble fixture twice with workers=1 and workers=2 and compare (a) logical_content_hash, (b) ensemble_summary/replicate_trajectories/replicate_grid rows. If the rows are identical and only the hash differs, the finding is confirmed and quantifies exactly what the gate cannot see. Kill condition: if any trajectory row differs between worker counts, the hash difference is honest and the real bug is worker-count-dependent science, which is a far more serious finding.","randomness+identity: per-replicate seed list, draw identities and RNG namespaces unchanged; network gate: M4 logical hashes of every replicate unchanged; disease+attribution: per-replicate latent_outcome_hash unchanged at 1 vs N workers; observation: replicate observation hashes unchanged; new gate: ensemble logical hash invariant under workers, estimated_worker_memory_bytes, memory_safety_fraction and allow_unsafe_workers, asserted as a unit test","New, and it contradicts the R7 open lead's implicit assumption. The consult treats worker-bound tuning as a free win gated on byte-identical output; in the code as bundled that gate is unsatisfiable by construction. Extends nothing from R6."
PROV,2,PROV-2,"Restart reconciliation marks live jobs INTERRUPTED without any worker-liveness or ownership check, while workers are detached into their own session - orphan simulations plus a violated concurrency cap",correctness,"src/jersey_outbreak/job_manager.py:88-117 (_reconcile_startup, then start); src/jersey_outbreak/job_registry.py:712-750 (reconcile_stale_jobs); src/jersey_outbreak/job_manager.py:216-226 (Popen with start_new_session=(os.name=='posix'), worker_pid recorded at :229)","_reconcile_startup finalises any RUNNING job that already has result_candidate.json, then calls reconcile_stale_jobs, which UPDATEs every remaining RUNNING row to INTERRUPTED and every CANCEL_REQUESTED row to CANCELLED. worker_pid is stored (:229) but never consulted: there is no os.kill(pid,0) liveness probe, no start-time/identity check, and no lock file or advisory lock on the state directory. Workers are spawned with start_new_session=True on POSIX, so they deliberately survive the parent. Two reachable consequences. (1) API killed or crashed mid-run: the detached worker keeps running a full ~2-3.4 GB simulation; on restart its row becomes INTERRUPTED and the scheduler immediately claims the next QUEUED job, so two heavy workers run concurrently despite max_concurrent_jobs=1 - the exact condition behind the two OOM kills recorded in the code comment at ensemble_schemas.py:29-30. When the orphan finishes it calls finalize on an INTERRUPTED row, gets invalid_finalization_state, and its verified artifacts are orphaned. (2) A second API instance (or a test process) opened on the same JOS_STATE_DIR interrupts the first instance's live jobs on startup; WAL SQLite makes the concurrent access technically fine, which is precisely why nothing stops it.","Two independent guards. (a) Single-instance ownership: take an exclusive advisory lock on <state_dir>/scheduler.lock (fcntl.flock / msvcrt.locking) in JobManager.start before _reconcile_startup, and refuse to start otherwise with a clear error. (b) Liveness-aware reconciliation: before marking a RUNNING row INTERRUPTED, probe worker_pid with os.kill(pid,0) plus a recorded process start-time or a per-job cookie file written by the worker; if the process is alive and is the recorded worker, either adopt it (leave RUNNING, re-attach reaping) or terminate its process group and then mark it INTERRUPTED. Persist worker_pid together with a start token so a recycled pid cannot be mistaken for the original.","Unmeasured; the gain is not throughput but the elimination of a class of silent loss. Arithmetic on the exposure: at 2.26 s/simulated-day an orphaned 180-day replicate wastes ~7.5 min of a core and ~2-3.4 GB for the whole time, and a 44-replicate ensemble orphan wastes the projected 1-1.5 h. On a 26 GB cap, one orphan plus one newly claimed worker at ~3.4 GB each plus pool children is the documented OOM configuration. Also recovers the currently-orphaned verified artifacts, which are the expensive part.",low,low,medium,high,"Two tests, both cheap and offline. (1) Open two JobManagers on one tmp state_dir with a long fake worker running under the first; assert the second's start does not change the first's job state (fails today). (2) Submit a job with a worker stub that sleeps, SIGKILL the manager thread's process in a subprocess harness, restart a manager on the same state_dir, and assert either adoption or process-group termination - assert no case where the row is INTERRUPTED while os.kill(worker_pid,0) succeeds (fails today).",intervention+lifecycle: legal transition table unchanged; SUCCEEDED still reachable only through finalize_success; randomness+identity: adoption must not re-run or re-seed anything; it only re-attaches supervision; memory gate: assert at most max_concurrent_jobs live worker pids after a restart,New. The R7 consult and the prior audit both discuss the finalizer's fail-closed authority; neither examines the liveness/ownership hole that lets a live worker be declared interrupted.
PROV,3,PROV-3,"The dataset read endpoint reports the wrong dataset name in its response envelope (loop-variable leak), and the API test asserts rows but never the label",correctness,"src/jersey_outbreak/api.py:241-277 (_dataset_path: logical assigned at :253 inside the loop, returned at :277); consumed at api.py:725-731 (read_dataset builds the response with 'dataset': logical_name); tests/test_m9_api.py:284-309 (asserts rows/total/has_more and path safety, never response.json()['dataset'])","_dataset_path enumerates every artifact and every declared dataset name, computes `logical` per iteration, appends matches, then returns `allowed[0], logical, artifact`. `logical` is whatever the final loop iteration left behind, not the matched name. The rows come from matches[0] and are correct; the label is not. For the single-artifact case the label is always the last name in the artifact's sorted datasets list. Provable from the repo's own fixture without a simulation: tests/test_m9_api.py:269 declares datasets ['daily_epidemic','escape'], so GET /jobs/{id}/datasets/daily_epidemic returns daily_epidemic rows under ""dataset"": ""escape"". For a real m5_outbreak artifact the declared list is the sorted catalog, so every single-artifact read is labelled 'transmission_events'. job_datasets (:646-665) computes its own label correctly, so the listing and the read disagree.","Return the matched label: capture it with the match (matches.append((name, logical, artifact))) and return matches[0]'s label, or recompute it from the chosen artifact after selection. One-line-class fix. Add the missing assertion to tests/test_m9_api.py:293 (assert response.json()['dataset'] == 'daily_epidemic') and a two-dataset-artifact case so the role-prefixed form is covered too.","No runtime gain. This is a provenance defect on the only public data-read path: a consumer that records which dataset it plotted records the wrong one, and for multi-artifact jobs the role prefix is also wrong. Cost of the fix is minutes; cost of shipping it is mislabelled downstream figures with no way to detect the error from the response alone.",low,low,low,high,Add the one assertion to the existing test and run it; it fails today and passes after the fix. No simulation needed - the fixture is synthetic parquet.,"observation/dataset gate: row content, filter pushdown, projection, total and has_more must be unchanged by the label fix (the existing assertions at test_m9_api.py:293-301 cover this)",New. Not mentioned in the prior audit or the R7 consult.
PROV,4,PROV-4,"The event table is canonically serialised seven times per API scenario_run job, each pass materialising a ~250 MB single bytes object; streaming iterencode is byte-identical and two of the seven passes are provably redundant",performance,"src/jersey_outbreak/hashing.py (canonical_json_bytes -> sha256_bytes); writer: src/jersey_outbreak/outbreak_runner.py:650 (m5_latent_outcome_hash), :657 (same function again for the V1 projection), :704 (m5_logical_content_hash re-serialises the same events plus the daily tables); verifier: src/jersey_outbreak/scientific_verification.py:301 and :308; called once by src/jersey_outbreak/execution_adapter.py (_finish_artifact -> verify_scientific_artifact) and again by src/jersey_outbreak/job_finalizer.py:_verify_artifacts","Every identity hash is sha256_bytes(canonical_json_bytes(payload)): the whole payload is serialised into one bytes object, then hashed. For the M5 events table the writer performs three full passes (latent hash, V1-projection latent hash, logical content hash) and each verification performs two more. The M9 path verifies each artifact twice - once in the adapter's _finish_artifact and once in the finalizer - giving seven full passes over the event table for one scenario_run. The adapter's own AdapterResult docstring describes its locators as untrusted and consumed by the finalizer, and nothing can reach SUCCEEDED without the finalizer's independent verification, so the adapter's content re-hash buys no safety.","(a) Add a streaming variant of canonical_json_bytes: feed json.JSONEncoder(ensure_ascii=False, sort_keys=True, separators=(',',':')).iterencode(payload) into hashlib.sha256 incrementally. I verified in the sandbox that the incremental digest equals the dumps digest exactly (True), so this is byte-identical by construction, not by hope. (b) In execution_adapter._finish_artifact, replace the full verify_scientific_artifact call with a cheap structural check (manifest parses, required files present, sizes non-zero) and leave content verification to the finalizer, which already re-verifies from scratch before publication. (c) Instrument first: wrap the three writer hash calls and the two verifier hash calls with a perf_counter and emit the totals into the existing diagnostics/benchmark blocks (outbreak_artifacts benchmark payload) so the residual stops being unattributed. (d) Only then consider computing the V1-projection hash on demand rather than on every run - that one changes the manifest, so it needs a schema bump and is a separate decision.","Sandbox-measured on a MacBook (darwin arm64), NOT the Ryzen desktop, on 294,565 synthetic rows shaped to the real 27-field transmission_events schema (the frozen V1 pilot's episode count): null-filter 0.86 s + json.dumps 3.17 s + sha256 0.19 s = 4.22 s per pass, with a 251.6 MB transient bytes object. Arithmetic: 7 passes x 4.22 s = ~29.5 s of pure canonical hashing per full-scale M5 job on this hardware, against the pilot's ~102 s of unattributed residual - i.e. hashing plausibly accounts for a large share of that residual and has never been timed. Dropping the adapter-side content verification removes 2 of 7 passes (-8.4 s sandbox, ~-28%) with no loss of authority; streaming removes the 251.6 MB spike from every remaining pass. Both numbers are projections onto production hardware and must be re-measured there.",low,low,medium,medium,"Land (c) alone first: one 30-day full run with the hash timers reports how much of the 114 s is canonical hashing on the real machine. If it is under ~3 s, kill (a)/(b) as not worth the churn. Confirm (a) with an equality test over the committed fixtures: for each of the m5/m6/m7/m8 payload builders, assert streaming digest == canonical_json_bytes digest, including NaN, None, nested lists and non-ASCII. Confirm (b) by asserting that a corrupt artifact still fails at the finalizer (the existing worker-reverification test already covers the shape).","randomness+identity: all fixed-seed logical hashes byte-identical before/after (m4, latent, outcome, observation, bundle); disease+attribution: attribution evidence arrays, duplicate-pair FIFO order and hazards unchanged; memory gate: peak RSS during write and verify must fall, never rise; intervention+lifecycle: an artifact that fails verification must still fail before SUCCEEDED after (b)","New quantification. The brief notes hashing and Parquet writing were never separately instrumented; this names the exact call sites, counts the passes, measures one pass in a labelled sandbox, and supplies an equivalence-safe streaming form. It does not overlap R6 (snapshot cache) or R7 (route generation/attribution)."
PROV,5,PROV-5,"Sixteen copies of the git provenance helper, fourteen of which report 'clean worktree at an unknown commit' when git fails",correctness,"src/jersey_outbreak/outbreak_artifacts.py:30-49 (representative: returns commit.stdout.strip() or None, bool(status.stdout.strip()) with no returncode check); identical copies at observation_artifacts.py:30, intervention_artifacts.py:77, travel_artifacts.py:72, network_artifacts.py:29, population_structure_artifacts.py:240, calibration_artifacts.py:29, ensemble_artifacts.py:38, verification_archive.py:61, bundle_selftest.py:101, outbreak_runner.py:119, travel.py:2166, plus api.py:80 and execution_adapter.py:59 as _git_identity; only population_artifacts.py:51-70 and demo.py:61-70 check returncode","Fourteen of the sixteen variants ignore the subprocess return code and infer dirtiness from empty stdout. I confirmed in the sandbox that both `git rev-parse HEAD` and `git status --porcelain` exit 128 with empty stdout when git cannot operate on the directory, so those variants return (None, False) - git_commit unknown together with dirty_worktree_flag=False, the most misleading of the four possible combinations, asserting a clean worktree that was never observed. The OSError branch correctly returns (None, True), but that only fires when the git binary is absent, not when the directory is not a repository or config is unreadable. The M9 path is shielded because job_finalizer rejects an empty engine_git_commit, but every CLI-written artifact is exposed, and CLI root resolution makes exposure realistic: cli.py:140 _repo_root walks up from Path.cwd() for pyproject.toml, so invoking the CLI outside the checkout records provenance for whatever repository the cwd happens to sit in, or none. bundle_selftest resolves the root from __file__ instead, so the two disagree.","Delete all sixteen and expose one helper (e.g. in hashing.py or a new provenance.py) with the population_artifacts semantics plus an explicit third state: return (commit or None, dirty_flag or None) and make dirty_worktree_flag Optional in the manifests, or keep it boolean and return True (assume dirty) whenever the commit could not be determined. Fail closed, never 'clean and unknown'. Resolve the root from the package location, not the cwd, and make cli.py:140 delegate to it.","No runtime gain; it removes a false provenance claim from every non-API artifact writer and collapses 16 near-duplicates to 1. The manifest field dirty_worktree_flag is one of the anchors the finalizer compares between submitted and worker-observed identity, so its truthfulness is load-bearing for the whole M9 provenance argument.",low,low,low,high,"Unit test with a tmp_path that is not a git repository: assert the shared helper never returns (None, False). Then grep-assert in CI that `def _git_metadata` and `def _git_identity` appear exactly once in src/. Both are offline and take minutes.",randomness+identity: manifest logical hashes must not include git fields (verify none of the m4/latent/outcome/observation/bundle payloads reference git_commit or dirty_worktree_flag before changing the type); intervention+lifecycle: finalizer identity-anchor comparison must still reject a mismatch,New. The prior audit treated provenance path handling (B01) but not provenance capture semantics.
PROV,6,PROV-6,B01 is not fully closed: verification_archive.py records non-POSIX relative paths and resolves them with no containment check,reproducibility,"src/jersey_outbreak/verification_archive.py:82-90 (_artifact_records uses str(path.relative_to(directory)), not portable_artifact_path and not as_posix); src/jersey_outbreak/verification_archive.py:214 (artifact_path = manifest_path.parent / artifact.path, then size and sha256 comparison) - contrast population_artifacts.py:73-95 which is the corrected contract","Every other manifest writer routes paths through portable_artifact_path (artifact-directory-relative, forced to POSIX separators) and every other verifier resolves them through resolve_portable_artifact_path, which rejects absolute paths and any '..' component. verification_archive does neither: it stores str(Path.relative_to(...)), which on Windows yields backslash separators that will not resolve on POSIX (this very audit bundle was zipped on Windows, so the mixed-separator hazard is not hypothetical for this project), and it verifies by joining the stored string onto the manifest's parent directory with no traversal or containment check. Today the only recorded artifact is the archive's own verification_summary.json, so the practical blast radius is small - but this is the same defect class as B01, in a module whose stated purpose is immutable hash-checked milestone handoff, and the B01 test file does not cover it.","Replace _artifact_records' path construction with portable_artifact_path(path, archive_directory) and the read side at :214 with resolve_portable_artifact_path(artifact.path, manifest_path.parent). Add verification_archive to the parametrised relocation and rejection tests in tests/test_b01_portable_artifacts.py so a copied archive verifies after the original is removed and an absolute or '..' path is refused.","No runtime gain. Closes the last path-recording site outside the B01 contract and makes the blocker's 'one centralized path-recording contract' claim actually true. Without it, a release note saying B01 is closed is overstated.",low,low,low,high,"Extend the existing B01 parametrisation to the archive writer: copytree, rmtree the original, verify; then inject '/absolute/x.json' and '../x.json' and assert refusal. Fails on the first test only if a relocation actually breaks (it may pass by luck since the archive is self-contained), but the rejection tests fail today because no containment check exists.",reproducibility gate: copied-then-original-removed archive verifies; path-safety gate: absolute and parent-traversal manifest paths are refused,Extends B01 from the prior audit: identifies the one writer/verifier pair the remediation missed.
PROV,7,PROV-7,A job becomes claimable before its canonical request exists on disk,correctness,"src/jersey_outbreak/job_manager.py:140-162 (registry.create_job commits the QUEUED row, then `if not existed:` creates the job directory at :151 and writes request.json at :152-165); src/jersey_outbreak/job_registry.py:498-520 (claim_next_queued flips the first QUEUED row to RUNNING); src/jersey_outbreak/job_manager.py:326 with poll_interval default 0.05 s at :68; src/jersey_outbreak/job_worker.py reads request.json immediately and returns a failure if it is absent","create_job inserts and commits state='QUEUED' before the job directory or request.json exist. The scheduler thread polls claim_next_queued every 50 ms and the worker's first action is to read request.json. Between the registry commit and the two atomic_json writes (plus a mkdir) there is a window in which the job is claimable but unreadable; the worker then fails the job with a generic worker_execution_failed. The window is short on a warm APFS/ext4 but it is a real ordering inversion, not a theoretical one: it widens under a cold or contended filesystem, under an antivirus/indexer on Windows, and under the same 20 Hz poll pressure documented in finding 10. No test covers it.","Persist before enqueueing. Either (a) write the job directory and request.json first and pass the request hash into create_job, or (b) insert in a non-claimable state (e.g. 'ACCEPTED') and transition to QUEUED only after the files are durable, adding ACCEPTED->QUEUED to LEGAL_TRANSITIONS. (a) is smaller; it needs create_job to tolerate a pre-existing directory for the idempotent-replay path. Independently, have claim_next_queued (or the worker launch path) treat a missing request.json as a retryable precondition rather than a job failure.","Unmeasured and rare, but the failure mode is a scientific job destroyed at submit time with a generic error message, which is the most expensive kind of flake to debug. Fix is cheap and removes a whole class of intermittent CI failure.",low,low,low,medium,"Deterministic test: monkeypatch job_manager._atomic_json to sleep ~200 ms before writing, submit with the scheduler running, and assert the job does not reach FAILED. Fails today, passes after reordering. Offline, no simulation.",intervention+lifecycle: idempotency-key replay must still return the same job_id and must not rewrite request.json; randomness+identity: request_hash must be computed over the same canonical envelope as today,New.
PROV,8,PROV-8,Three divergent M2/M3/M4 build paths and two divergent scenario normalisations mean the same scenario file gets a different scenario_hash depending on which command ran it,architecture,"src/jersey_outbreak/cli.py:155-190 (_build_m4_for_m6, no M4 artifact written), cli.py:377-420 (outbreak_run rebuilds the same chain inline and does write the M4 artifact at :418), cli.py:264 and :325 (two further inline population/structure builds), versus src/jersey_outbreak/execution_adapter.py:_build_parent; and cli.py:590-640 (_run_m7_scenario hand-rolls normalisation, hardcodes 'M7 CLI currently requires scenario start_date 2025-01-06' at :625 and silently overrides duration_days at :633) versus execution_adapter._normalize_scenario; and cli.py:982-990 (intervention_compare's model_copy omits disease_config_id and observation_config_id); and cli.py:861 (travel ensemble writes m8-ensemble.json with no manifest, hashes or provenance)","The parent build exists in four places with different behaviour: _build_m4_for_m6 never calls write_network_artifact, while outbreak_run and the adapter do, so M6/M7/M8/calibration runs driven from the CLI leave no immutable M4 parent artifact even though their manifests cite an m4_logical_content_hash. Scenario normalisation exists twice with different contracts: the adapter raises when a scenario's duration_days disagrees with the run config, whereas cli.py:633 silently overrides it, and cli.py:625 hardcodes a single permitted start date instead of comparing to the run config. Worse, intervention_compare's model_copy sets seed and duration_days but not disease_config_id or observation_config_id, which _normalize_scenario always sets - so the same scenario file run through `intervention run` and through `intervention compare` yields two different scenario_hash values, and neither matches what the API would produce. Travel comparison and ensemble outputs are written as bare JSON with no manifest, no hashes and no git provenance, unlike every other scientific output in the project.","Make execution_adapter the only implementation and have the CLI call it: one _build_parent (always writing the M4 artifact, with an explicit flag if a caller genuinely must skip it), one _normalize_scenario used by outbreak_run, _run_m7_scenario, intervention_compare and the travel commands, one root resolution helper. Then give the travel comparison and ensemble outputs a real manifest with logical hashes and portable output records, matching write_intervention_comparison_artifact. Delete the inline copies rather than leaving them as 'legacy'.","No direct runtime gain, though consolidating the parent build is a prerequisite for the R7 lead on verified parent reuse (the ~637 s per-ensemble parent build and ~59 s per-worker M4 regen cannot be safely shared while four implementations disagree on what a parent is). The immediate value is removing two provenance divergences: entry-point-dependent scenario_hash, and CLI runs that cite an M4 parent they never persisted.",medium,medium,high,high,"Before touching anything, write the divergence test: load one scenario fixture, normalise it through both cli._run_m7_scenario's inline logic and execution_adapter._normalize_scenario, and compare the resulting ScenarioConfig dumps and their sha256. Same for intervention_compare. This documents the current divergence as a failing test; unifying makes it pass. Then a hash-gate run of the CLI m5 path before and after unification must produce identical M5 latent/outcome/bundle hashes.","network: M4 logical content hash identical across all entry points for the same seed/mode; randomness+identity: M5 latent, outcome and bundle hashes unchanged for the CLI path; scenario_hash change (if any) documented as an intentional identity correction with a schema note; observation: observation config hash participation unchanged; intervention+lifecycle: scenario validation must become stricter, never looser",New in specifics. The prior audit noted CLI/API duplication generically; the entry-point-dependent scenario_hash and the missing M4 artifact on the CLI M6+ paths are named here for the first time.
